State,Race,Year,Cause of death,"Cause of death, Simplified","Cause of death, Type",Cause of death Code,"Cause of Death Simplified, with ICD10 Code",Firearm Deaths,Total Deaths,Population,Firearm Death Rate (per 100k),Total Death Rate (per 100k),Firearm Percent of Total Deaths
Georgia,White,2009,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),498,50250,6204180,8.027,810,0.00991
Georgia,Black or African American,2010,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),10,18929,3057817,0.327,619,0.00053
Georgia,Black or African American,2010,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),11,18929,3057817,0.360,619,0.00058
Georgia,Black or African American,2010,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",12,18929,3057817,0.392,619,0.00063
Georgia,Black or African American,2010,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),285,18929,3057817,9.320,619,0.01506
Georgia,Black or African American,2010,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),27,18929,3057817,0.883,619,0.00143
Georgia,Black or African American,2010,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),70,18929,3057817,2.289,619,0.00370
Georgia,White,2010,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),22,51547,6223554,0.353,828,0.00043
Georgia,White,2010,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),119,51547,6223554,1.912,828,0.00231
Georgia,White,2010,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),89,51547,6223554,1.430,828,0.00173
Georgia,White,2010,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",48,51547,6223554,0.771,828,0.00093
Georgia,White,2010,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),473,51547,6223554,7.600,828,0.00918
Georgia,Black or African American,2011,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),274,18768,3113361,8.801,603,0.01460
Georgia,Black or African American,2011,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),30,18768,3113361,0.964,603,0.00160
Georgia,Black or African American,2011,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),63,18768,3113361,2.024,603,0.00336
Georgia,White,2011,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),10,51729,6280506,0.159,824,0.00019
Georgia,White,2011,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",10,51729,6280506,0.159,824,0.00019
Georgia,White,2011,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),126,51729,6280506,2.006,824,0.00244
Georgia,White,2011,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),118,51729,6280506,1.879,824,0.00228
Georgia,White,2011,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",53,51729,6280506,0.844,824,0.00102
Georgia,White,2011,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),467,51729,6280506,7.436,824,0.00903
Georgia,Asian or Pacific Islander,2012,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),17,780,383205,4.436,204,0.02179
Georgia,Black or African American,2012,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),12,19189,3163293,0.379,607,0.00063
Georgia,Black or African American,2012,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),318,19189,3163293,10.053,607,0.01657
Georgia,Black or African American,2012,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),35,19189,3163293,1.106,607,0.00182
Georgia,Black or African American,2012,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),65,19189,3163293,2.055,607,0.00339
Georgia,White,2012,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),19,52833,6317264,0.301,836,0.00036
Georgia,White,2012,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),111,52833,6317264,1.757,836,0.00210
Georgia,White,2012,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),117,52833,6317264,1.852,836,0.00221
Georgia,White,2012,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",43,52833,6317264,0.681,836,0.00081
Georgia,White,2012,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),478,52833,6317264,7.567,836,0.00905
Georgia,Black or African American,2013,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),14,20107,3206522,0.437,627,0.00070
Georgia,Black or African American,2013,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),302,20107,3206522,9.418,627,0.01502
Georgia,Black or African American,2013,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),38,20107,3206522,1.185,627,0.00189
Georgia,Black or African American,2013,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),48,20107,3206522,1.497,627,0.00239
Georgia,White,2013,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),12,54063,6329913,0.190,854,0.00022
Georgia,White,2013,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),124,54063,6329913,1.959,854,0.00229
Georgia,White,2013,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),133,54063,6329913,2.101,854,0.00246
Georgia,White,2013,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",40,54063,6329913,0.632,854,0.00074
Georgia,White,2013,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),475,54063,6329913,7.504,854,0.00879
Georgia,Black or African American,2014,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),10,20770,3260440,0.307,637,0.00048
Georgia,Black or African American,2014,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),370,20770,3260440,11.348,637,0.01781
Georgia,Black or African American,2014,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),33,20770,3260440,1.012,637,0.00159
Georgia,Black or African American,2014,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),60,20770,3260440,1.840,637,0.00289
Georgia,White,2014,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),13,55103,6358763,0.204,867,0.00024
Georgia,White,2014,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),105,55103,6358763,1.651,867,0.00191
Georgia,White,2014,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),120,55103,6358763,1.887,867,0.00218
Georgia,White,2014,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",44,55103,6358763,0.692,867,0.00080
Georgia,White,2014,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),560,55103,6358763,8.807,867,0.01016
Georgia,Black or African American,2015,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),28,21686,3320419,0.843,653,0.00129
Georgia,Black or African American,2015,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),399,21686,3320419,12.017,653,0.01840
Georgia,Black or African American,2015,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),39,21686,3320419,1.175,653,0.00180
Georgia,Black or African American,2015,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),77,21686,3320419,2.319,653,0.00355
Georgia,White,2015,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",12,57170,6392399,0.188,894,0.00021
Georgia,White,2015,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),125,57170,6392399,1.955,894,0.00219
Georgia,White,2015,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),137,57170,6392399,2.143,894,0.00240
Georgia,White,2015,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",46,57170,6392399,0.720,894,0.00080
Georgia,White,2015,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),503,57170,6392399,7.869,894,0.00880
Georgia,Asian or Pacific Islander,2016,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),13,1120,456404,2.848,245,0.01161
Georgia,Black or African American,2016,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),13,22442,3384642,0.384,663,0.00058
Georgia,Black or African American,2016,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",10,22442,3384642,0.295,663,0.00045
Georgia,Black or African American,2016,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),475,22442,3384642,14.034,663,0.02117
Georgia,Black or African American,2016,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),38,22442,3384642,1.123,663,0.00169
Georgia,Black or African American,2016,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),92,22442,3384642,2.718,663,0.00410
Georgia,White,2016,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),15,57805,6410781,0.234,902,0.00026
Georgia,White,2016,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),132,57805,6410781,2.059,902,0.00228
Georgia,White,2016,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),127,57805,6410781,1.981,902,0.00220
Georgia,White,2016,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",47,57805,6410781,0.733,902,0.00081
Georgia,White,2016,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),553,57805,6410781,8.626,902,0.00957
Georgia,Asian or Pacific Islander,2017,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),10,1125,477375,2.095,236,0.00889
Georgia,Black or African American,2017,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),509,23278,3447386,14.765,675,0.02187
Georgia,Black or African American,2017,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),35,23278,3447386,1.015,675,0.00150
Georgia,Black or African American,2017,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),99,23278,3447386,2.872,675,0.00425
Georgia,White,2017,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),11,58624,6444657,0.171,910,0.00019
Georgia,White,2017,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),132,58624,6444657,2.048,910,0.00225
Georgia,White,2017,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),138,58624,6444657,2.141,910,0.00235
Georgia,White,2017,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",48,58624,6444657,0.745,910,0.00082
Georgia,White,2017,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),570,58624,6444657,8.845,910,0.00972
Georgia,Asian or Pacific Islander,2018,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),12,1243,491893,2.440,253,0.00965
Georgia,Black or African American,2018,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),459,24087,3499496,13.116,688,0.01906
Georgia,Black or African American,2018,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),46,24087,3499496,1.314,688,0.00191
Georgia,Black or African American,2018,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),103,24087,3499496,2.943,688,0.00428
